id,model,rag_top_k,answer,confidence,explanation,latency_ms,prompt_tokens,completion_tokens,total_tokens,explain_len_chars,explain_len_words,raw,error
1,google/gemini-2.5-flash-lite,5,3,4,"بر اساس منابع 1 و 3، انفساخ عقد می‌تواند ناشی از عدم انجام تعهد یا عدم پرداخت ثمن در موعد مقرر باشد که این موارد می‌توانند ناشی از اراده طرفین در قرارداد (شرط انفساخ) باشند، اما خود انفساخ به صورت قهری و خود به خود رخ می‌دهد.",2341,4137,82,4219,225,47,"results{explanation,answer,confidence}:
بر اساس منابع 1 و 3، انفساخ عقد می‌تواند ناشی از عدم انجام تعهد یا عدم پرداخت ثمن در موعد مقرر باشد که این موارد می‌توانند ناشی از اراده طرفین در قرارداد (شرط انفساخ) باشند، اما خود انفساخ به صورت قهری و خود به خود رخ می‌دهد.,3,4",
2,google/gemini-2.5-flash-lite,5,4,4,"بر اساس ماده 14 قانون بیمه اجباری، بیمه‌گر مکلف به پرداخت خسارت زیان‌دیده (شخص ب) بدون هیچ شرطی است و در صورت تقصیر راننده مقصر (شخص الف) در حوادث ناشی از تخلفات حادثه‌ساز، بیمه‌گر می‌تواند برای بازیافت بخشی از خسارت به مسبب حادثه مراجعه کند، اما این امر رافع تکلیف اولیه بیمه‌گر در جبران خسارت زیان‌دیده نیست. همچنین، طبق ماده 14، بیمه‌گر مسئولیت تا سقف تعهدات خود را دارد و خسارت مالی وارد شده به موتورسیکلت نیز تا سقف تعهدات بیمه‌گر جبران می‌شود.",2473,4643,168,4811,449,83,"results{explanation,answer,confidence}:
بر اساس ماده 14 قانون بیمه اجباری، بیمه‌گر مکلف به پرداخت خسارت زیان‌دیده (شخص ب) بدون هیچ شرطی است و در صورت تقصیر راننده مقصر (شخص الف) در حوادث ناشی از تخلفات حادثه‌ساز، بیمه‌گر می‌تواند برای بازیافت بخشی از خسارت به مسبب حادثه مراجعه کند، اما این امر رافع تکلیف اولیه بیمه‌گر در جبران خسارت زیان‌دیده نیست. همچنین، طبق ماده 14، بیمه‌گر مسئولیت تا سقف تعهدات خود را دارد و خسارت مالی وارد شده به موتورسیکلت نیز تا سقف تعهدات بیمه‌گر جبران می‌شود.,4,4",
3,google/gemini-2.5-flash-lite,5,4,5,"ماده 35 قانون مدنی تصرف به عنوان مالکیت را دلیل مالکیت می‌داند مگر اینکه خلاف آن ثابت شود، که نشان می‌دهد تصرف به تنهایی می‌تواند سبب تملک باشد.",1226,2486,55,2541,144,28,"results{explanation,answer,confidence}:
ماده 35 قانون مدنی تصرف به عنوان مالکیت را دلیل مالکیت می‌داند مگر اینکه خلاف آن ثابت شود، که نشان می‌دهد تصرف به تنهایی می‌تواند سبب تملک باشد.,4,5",
4,google/gemini-2.5-flash-lite,5,4,5,"طبق ماده 2 قانون مسئولیت مدنی، پزشک مقصر مسئول جبران خسارت وارده است و طبق ماده 1 قانون بیمه اجباری و رویه قضایی، بیمه‌گر مسئولیت مدنی نیز در قبال خسارات ناشی از تقصیر حرفه‌ای پزشک، متعهد به پرداخت است.",2382,4269,81,4350,202,39,"results{explanation,answer,confidence}:
طبق ماده 2 قانون مسئولیت مدنی، پزشک مقصر مسئول جبران خسارت وارده است و طبق ماده 1 قانون بیمه اجباری و رویه قضایی، بیمه‌گر مسئولیت مدنی نیز در قبال خسارات ناشی از تقصیر حرفه‌ای پزشک، متعهد به پرداخت است.,4,5",
5,google/gemini-2.5-flash-lite,5,1,4,"ماده 1119 قانون مدنی و رویه قضایی استناد شده در منابع، نشان می‌دهد که وکالت زوجه در طلاق، به عنوان شرط ضمن عقد نکاح، می‌تواند به صورت شرط فعل (مانند عدم تمکین یا ازدواج مجدد زوج) یا شرط نتیجه (مانند حق طلاق) تحقق یابد و لزوماً محدود به عقد دیگری نیست.",1973,4441,93,4534,251,51,"results{explanation,answer,confidence}:
ماده 1119 قانون مدنی و رویه قضایی استناد شده در منابع، نشان می‌دهد که وکالت زوجه در طلاق، به عنوان شرط ضمن عقد نکاح، می‌تواند به صورت شرط فعل (مانند عدم تمکین یا ازدواج مجدد زوج) یا شرط نتیجه (مانند حق طلاق) تحقق یابد و لزوماً محدود به عقد دیگری نیست.,1,4",
6,google/gemini-2.5-flash-lite,5,2,4,"وصیت تملیکی طبق ماده 826 قانون مدنی، مانند هبه (ماده 795 قانون مدنی) می‌تواند برای اشخاص غیرمحصور مانند خیریه یا عموم مردم باشد و قبول موصی‌له یا متهب شرط صحت است.",1435,3332,71,3403,163,31,"results{explanation,answer,confidence}:
وصیت تملیکی طبق ماده 826 قانون مدنی، مانند هبه (ماده 795 قانون مدنی) می‌تواند برای اشخاص غیرمحصور مانند خیریه یا عموم مردم باشد و قبول موصی‌له یا متهب شرط صحت است.,2,4",
7,google/gemini-2.5-flash-lite,5,4,5,"ماده 721 قانون مدنی بیان می‌دارد که در صورت ضمان تسهیمی، هر یک از ضامنین فقط به قدر سهم خود مسئول هستند و مضمون‌له نیز نمی‌تواند بیش از سهم هر ضامن را مطالبه کند، لذا مسئولیت به تسهیم است نه تضامنی.",1325,2561,79,2640,198,41,"results{explanation,answer,confidence}:
ماده 721 قانون مدنی بیان می‌دارد که در صورت ضمان تسهیمی، هر یک از ضامنین فقط به قدر سهم خود مسئول هستند و مضمون‌له نیز نمی‌تواند بیش از سهم هر ضامن را مطالبه کند، لذا مسئولیت به تسهیم است نه تضامنی.,4,5",
8,google/gemini-2.5-flash-lite,5,2,4,"طبق ماده 401 قانون مدنی، اگر برای خیار شرط مدت معین نشده باشد، اصل بر این است که خیار ساقط می‌شود، اما در اینجا مدت تعیین شده است و فروشنده می‌تواند با توجه به عدم پرداخت ثمن، معامله را فسخ کند یا با توجه به صدور حواله و قبول آن توسط محال‌علیه، برای وصول وجه آن علیه محال‌علیه طرح دعوا نماید.",1491,3651,104,3755,292,61,"results{explanation,answer,confidence}:
طبق ماده 401 قانون مدنی، اگر برای خیار شرط مدت معین نشده باشد، اصل بر این است که خیار ساقط می‌شود، اما در اینجا مدت تعیین شده است و فروشنده می‌تواند با توجه به عدم پرداخت ثمن، معامله را فسخ کند یا با توجه به صدور حواله و قبول آن توسط محال‌علیه، برای وصول وجه آن علیه محال‌علیه طرح دعوا نماید.,2,4",
9,google/gemini-2.5-flash-lite,5,2,3,"بر اساس منابع موجود، مسئولیت مدنی مبتنی بر تقصیر است و در صورتی که کارفرما تمام احتیاط‌های لازم را به عمل آورده باشد، مسئولیت متوجه او نخواهد بود. سایر گزینه‌ها به دلیل عدم وجود اطلاعات کافی در منابع ارائه شده، قابل استناد نیستند.",1485,4370,78,4448,230,43,"results{explanation,answer,confidence}:
بر اساس منابع موجود، مسئولیت مدنی مبتنی بر تقصیر است و در صورتی که کارفرما تمام احتیاط‌های لازم را به عمل آورده باشد، مسئولیت متوجه او نخواهد بود. سایر گزینه‌ها به دلیل عدم وجود اطلاعات کافی در منابع ارائه شده، قابل استناد نیستند.,2,3",
10,google/gemini-2.5-flash-lite,5,4,4,"بر اساس ماده 1188 قانون مدنی، پدر یا جد پدری پس از فوت خود می‌تواند وصی تعیین کند، اما این حق شامل تعیین وصی برای بعد از فوت خود نمی‌شود و همچنین ماده 856 قانون مدنی به صغیر اجازه وصایت نمی‌دهد، بنابراین وصی تعیین شده نمی‌تواند برای بعد از فوت خود وصی دیگری تعیین کند، اما می‌تواند در امور مربوط به وصایت به دیگری وکالت دهد.",1424,2841,110,2951,324,66,"results{explanation,answer,confidence}:
بر اساس ماده 1188 قانون مدنی، پدر یا جد پدری پس از فوت خود می‌تواند وصی تعیین کند، اما این حق شامل تعیین وصی برای بعد از فوت خود نمی‌شود و همچنین ماده 856 قانون مدنی به صغیر اجازه وصایت نمی‌دهد، بنابراین وصی تعیین شده نمی‌تواند برای بعد از فوت خود وصی دیگری تعیین کند، اما می‌تواند در امور مربوط به وصایت به دیگری وکالت دهد.,4,4",
